STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 0:41,FM-16,OVC:08 28,10,,36,2,31,-0.8,14,-10,41,7,60,,29.8,,,,,30.63,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 0:52,FM-15,OVC:08 28,10,,36,2.2,31,-0.8,14,-10,40,9,50,,29.8,8,,30.64,0,30.63,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 1:00,FM-12,26,,,36,2.2,31,-0.8,14,-10,40,9,50,,29.85,8,0.04,30.64,,,40,29,34,-13.1,,,,31,0,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 1:52,FM-15,OVC:08 28,10,,35,1.7,30,-1.3,13,-10.6,40,8,50,,29.79,,,30.63,T,30.62,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 2:52,FM-15,OVC:08 22,10,,33,0.6,29,-1.7,21,-6.1,61,6,10,,29.77,,,30.62,0.01,30.6,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 3:52,FM-15,OVC:08 18,10,,32,0,29,-1.8,23,-5,69,3,330,,29.76,8,,30.6,0.01,30.59,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 4:00,FM-12,15,,,32,0,29,-1.8,23,-5,69,3,330,,29.81,8,0.04,30.6,,,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 4:52,FM-15,OVC:08 16,10,,31,-0.6,29,-1.8,25,-3.9,79,8,360,,29.75,,,30.59,0.01,30.58,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 5:24,FM-16,OVC:08 16,10,-DZ:01 |FZDZ:54 |,30,-1,28,-2.2,25,-4,80,7,10,,29.74,,,,T,30.57,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 5:32,FM-16,OVC:08 14,7,-RA:02 |FZRA:64 |,30,-1,28,-2.2,25,-4,80,6,10,,29.75,,,,0.01,30.58,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 5:52,FM-15,OVC:08 14,10,-RA:02 |FZRA:64 |,31,-0.6,29,-1.8,25,-3.9,79,8,10,,29.75,,,30.59,0.03,30.58,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 6:30,FM-16,SCT:04 14 OVC:08 60,7,-RA:02 |FZRA:64 |,30,-1,29,-1.8,27,-3,86,10,30,,29.73,,,,T,30.56,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 6:50,FM-16,BKN:07 14 OVC:08 55,7,UP:09 ||,30,-1,29,-1.8,27,-3,86,7,10,,29.74,,,,,30.57,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 6:52,FM-15,BKN:07 14 OVC:08 55,7,,31,-0.6,29,-1.7,26,-3.3,82,8,10,,29.74,8,,30.58,T,30.57,,,,,,,,,,654,1819,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 6:56,FM-16,OVC:08 14,9,-RA:02 |FZRA:64 |,30,-1,29,-1.8,27,-3,86,7,360,,29.74,,,,T,30.57,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 7:00,FM-12,15,,,31,-0.6,29,-1.7,26,-3.3,82,8,10,,29.79,8,0.02,30.58,,,44,31,38,-9.1,,,,27,0,654,1819,,0.06s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 7:19,FM-16,OVC:08 14,2,-RA:02 BR:1 |FZRA:64 |,30,-1,29,-1.8,27,-3,86,9,20,,29.74,,,,0.02,30.57,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 7:24,FM-16,BKN:07 14 OVC:08 29,2,-DZ:01 BR:1 |FZDZ:54 |,30,-1,29,-1.8,27,-3,86,11,20,,29.73,,,,0.02,30.56,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 7:50,FM-16,FEW:02 5 BKN:07 14 OVC:08 40,2,-RA:02 BR:1 |FZRA:64 |,30,-1,29,-1.8,27,-3,86,8,10,,29.73,,,,,30.56,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 7:52,FM-15,FEW:02 5 OVC:08 14,2,-RA:02 BR:1 |FZRA:64 |,31,-0.6,29,-1.5,27,-2.8,85,8,10,,29.73,,,30.57,0.03,30.56,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 8:07,FM-16,FEW:02 5 OVC:08 14,3,-DZ:01 BR:1 |FZDZ:54 |,30,-1,29,-1.8,27,-3,86,8,20,,29.72,,,,T,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 8:26,FM-16,FEW:02 7 OVC:08 14,3,,30,-1,29,-1.6,28,-2,93,7,20,,29.72,,,,T,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 8:52,FM-15,SCT:04 7 OVC:08 12,10,,32,0,30,-0.9,28,-2.2,85,5,340,,29.73,,,30.58,T,30.56,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 9:04,FM-16,FEW:02 7 OVC:08 12,2,-RA:02 BR:1 |FZRA:64 |,32,0,30,-0.9,28,-2,87,5,340,,29.74,,,,0.01,30.57,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 9:24,FM-16,SCT:04 5 OVC:08 12,4,-RA:02 BR:1 |FZRA:64 |,32,0,30,-0.9,28,-2,87,7,20,,29.72,,,,0.03,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 9:35,FM-16,BKN:07 5 BKN:07 12 OVC:08 26,5,-RA:02 BR:1 |RA:61 |,32,0,30,-0.9,28,-2,87,6,360,,29.72,,,,0.03,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 9:52,FM-15,BKN:07 5 OVC:08 26,8,-RA:02 |RA:61 |,32,0,31,-0.7,29,-1.7,88,9,10,,29.71,8,,30.56,0.03,30.54,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 10:00,FM-12,5,,||RA:61,32,0,31,-0.7,29,-1.7,88,9,10,,29.76,8,0.03,30.56,,,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 10:15,FM-16,BKN:07 5 BKN:07 12 OVC:08 26,2,-RA:02 BR:1 |RA:61 |,34,1,32,-0.2,28,-2,81,5,360,,29.72,,,,T,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 10:16,FM-16,BKN:07 5 OVC:08 26,1,-RA:02 BR:1 |RA:61 |,34,1,32,-0.2,28,-2,81,6,350,,29.72,,,,T,30.55,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 10:52,FM-15,BKN:07 5 BKN:07 23 OVC:08 34,1,-RA:02 BR:1 |RA:61 |,34,1.1,33,0.4,31,-0.6,89,5,60,,29.71,,,30.56,0.04,30.54,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 10:59,FM-16,BKN:07 5 OVC:08 32,2,BR:1 ||,36,2,33,0.8,30,-1,81,7,40,,29.7,,,,T,30.53,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 11:52,FM-15,OVC:08 5,2,,36,2.2,34,1.2,32,0,86,5,30,,29.68,,,30.52,0,30.51,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 12:52,FM-15,OVC:08 5,2,BR:1 ||,37,2.8,36,2,34,1.1,89,6,20,,29.64,8,,30.48,0,30.47,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 13:00,FM-12,5,,,37,2.8,36,2,34,1.1,89,6,20,,29.69,8,0.07,30.48,,,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 13:52,FM-15,OVC:08 5,2,-DZ:01 BR:1 |DZ:51 |,37,2.8,36,2,34,1.1,89,5,360,,29.61,,,30.45,T,30.44,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 14:50,FM-16,OVC:08 3,2,BR:1 ||,37,3,36,2,34,1,87,5,330,,29.59,,,,T,30.42,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 14:52,FM-15,OVC:08 3,2,BR:1 ||,37,2.8,36,2,34,1.1,89,5,330,,29.59,,,30.44,T,30.42,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 15:39,FM-16,OVC:08 5,3,BR:1 ||,37,3,37,2.5,36,2,93,0,0,,29.58,,,,,30.41,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 15:52,FM-15,OVC:08 5,3,BR:1 ||,38,3.3,37,2.5,35,1.7,89,0,0,,29.57,8,,30.42,0,30.4,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 16:00,FM-12,5,,,38,3.3,37,2.5,35,1.7,89,0,0,,29.62,8,0.03,30.42,,,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 16:52,FM-15,OVC:08 5,3,HZ:7 |FU:05 |HZ:05,40,4.4,38,3.2,35,1.7,83,0,0,,29.56,,,30.4,0,30.39,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 17:52,FM-15,OVC:08 5,3,BR:1 ||,39,3.9,38,3.1,36,2.2,89,5,230,,29.55,,,30.4,0,30.38,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 18:52,FM-15,OVC:08 5,6,BR:1 ||,39,3.9,38,3.1,36,2.2,89,3,200,,29.54,6,,30.39,0,30.37,,,,,,,,,,654,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 19:00,FM-12,5,,,39,3.9,38,3.1,36,2.2,89,3,200,,29.59,6,0.03,30.39,,,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 19:45,FM-16,OVC:08 3,5,BR:1 ||,39,4,38,3.1,36,2,87,6,180,,29.52,,,,,30.35,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 19:52,FM-15,OVC:08 3,4,BR:1 ||,39,3.9,38,3.1,36,2.2,89,6,170,,29.52,,,30.36,0,30.35,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 19:54,FM-16,OVC:08 3,1.5,BR:1 ||,39,4,38,3.1,36,2,87,6,190,,29.51,,,,,30.34,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 20:20,FM-16,OVC:08 3,0.5,BR:1 |s |,39,4,38,3.1,36,2,87,3,220,,29.52,,,,,30.35,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 20:52,FM-15,OVC:08 3,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,3,200,,29.51,,,30.36,0,30.34,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 21:52,FM-15,OVC:08 3,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,5,200,,29.51,6,,30.35,0,30.34,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 22:00,FM-12,2,,,39,3.9,38,3.3,37,2.8,93,5,200,,29.56,6,0.03,30.35,,,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 22:52,FM-15,OVC:08 2,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,5,190,,29.5,,,30.34,0,30.33,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 23:52,FM-15,OVC:08 2,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,3,240,,29.49,,,30.34,0,30.32,40,31,36,-11.1,,,,29,0,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/1/2015 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,31,36,-11.1,82,30,34,29,0,653,1820,RA:16 DZ:14 FZRA:17 FZDZ:15 BR:13 UP:19 HZ:08,0.16,0,0,29.67,30.49,5.3,16,60,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 0:52,FM-15,OVC:08 2,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,6,230,,29.47,8,,30.31,0,30.3,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 1:00,FM-12,2,,,39,3.9,38,3.3,37,2.8,93,6,230,,29.52,8,0.04,30.31,,,39,31,35,-12.4,,,,30,0,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 1:52,FM-15,VV:09 2,0.5,BR:1 |s |,39,3.9,38,3.3,37,2.8,93,7,230,,29.44,,,30.28,0,30.27,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 2:52,FM-15,VV:09 2,0.5,BR:1 |s |,39,3.9,38,3.6,38,3.3,96,6,230,,29.41,,,30.25,0,30.23,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 3:52,FM-15,VV:09 2,0.5,BR:1 |s |,40,4.4,39,3.9,38,3.3,93,5,240,,29.39,6,,30.22,0,30.21,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,3/2/2015 4:00,FM-12,2,,,40,4.4,39,3.9,38,3.3,93,5,240,,29.43,6,0.09,30.22,,,,,,,,,,,,653,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
